balls,strikes,outs,is_first_base,is_second_base,is_third_base,total_runs,count,average_runs,0 runs,1 runs,2 runs,3 runs,4 runs,5 runs,6 runs,7 runs,8 runs,9 runs,10 runs,11 runs,12 runs,13 runs
2,2,1,False,False,False,2472,10272,0.24065420560747663,8815,854,360,144,58,22,10,8,1,0,0,0,0,0
2,2,1,False,False,True,385,456,0.8442982456140351,183,205,41,19,3,2,2,1,0,0,0,0,0,0
2,2,1,False,True,False,916,1481,0.6185010128291695,976,285,102,83,12,11,10,1,1,0,0,0,0,0
2,2,1,False,True,True,561,426,1.3169014084507042,155,100,99,39,24,6,2,0,1,0,0,0,0,0
2,2,1,True,False,False,1688,3134,0.5386088066368858,2342,286,275,125,74,18,8,5,1,0,0,0,0,0
2,2,1,True,False,True,426,434,0.9815668202764977,191,151,32,34,21,5,0,0,0,0,0,0,0,0
2,2,1,True,True,False,1025,1161,0.8828596037898363,712,163,132,69,57,14,7,5,2,0,0,0,0,0
2,2,1,True,True,True,564,355,1.5887323943661973,127,82,53,32,36,15,9,1,0,0,0,0,0,0
2,2,2,False,False,False,744,8317,0.08945533245160514,7813,338,114,34,14,4,0,0,0,0,0,0,0,0
2,2,2,False,False,True,210,755,0.2781456953642384,615,96,25,16,1,1,0,1,0,0,0,0,0,0
2,2,2,False,True,False,647,2169,0.2982941447671738,1767,250,90,37,19,6,0,0,0,0,0,0,0,0
2,2,2,False,True,True,328,657,0.4992389649923896,503,42,68,36,3,1,3,1,0,0,0,0,0,0
2,2,2,True,False,False,675,3019,0.22358396820139118,2667,132,148,48,17,7,0,0,0,0,0,0,0,0
2,2,2,True,False,True,208,558,0.3727598566308244,440,61,32,19,5,0,1,0,0,0,0,0,0,0
2,2,2,True,True,False,542,1484,0.36522911051212936,1226,109,64,45,32,6,2,0,0,0,0,0,0,0
2,2,2,True,True,True,423,499,0.8476953907815631,322,63,40,33,29,8,3,1,0,0,0,0,0,0
3,0,0,False,False,False,967,1382,0.6997105643994211,919,208,119,70,38,15,7,6,0,0,0,0,0,0
3,0,0,False,False,True,12,8,1.5,1,4,1,2,0,0,0,0,0,0,0,0,0,0
3,0,0,False,True,False,156,119,1.3109243697478992,49,34,12,12,7,1,1,1,2,0,0,0,0,0
3,0,0,False,True,True,50,22,2.272727272727273,2,8,4,3,1,3,1,0,0,0,0,0,0,0
3,0,0,True,False,False,374,330,1.1333333333333333,162,64,46,28,20,8,1,0,1,0,0,0,0,0
3,0,0,True,False,True,62,24,2.5833333333333335,2,7,4,3,4,2,2,0,0,0,0,0,0,0
3,0,0,True,True,False,161,85,1.8941176470588235,14,28,16,15,8,1,2,1,0,0,0,0,0,0
3,0,0,True,True,True,33,14,2.357142857142857,2,5,2,0,3,1,0,1,0,0,0,0,0,0
3,0,1,False,False,False,478,1082,0.4417744916820702,831,118,79,27,18,5,4,0,0,0,0,0,0,0
3,0,1,False,False,True,72,62,1.1612903225806452,22,23,7,6,3,1,0,0,0,0,0,0,0,0
3,0,1,False,True,False,194,216,0.8981481481481481,113,47,35,11,6,4,0,0,0,0,0,0,0,0
3,0,1,False,True,True,107,65,1.646153846153846,16,18,15,8,5,3,0,0,0,0,0,0,0,0
3,0,1,True,False,False,324,417,0.7769784172661871,264,65,36,35,9,4,3,0,1,0,0,0,0,0
3,0,1,True,False,True,99,58,1.706896551724138,15,21,6,4,8,3,0,1,0,0,0,0,0,0
3,0,1,True,True,False,191,150,1.2733333333333334,63,37,18,17,10,4,0,1,0,0,0,0,0,0
3,0,1,True,True,True,66,35,1.8857142857142857,6,12,9,2,2,3,0,1,0,0,0,0,0,0
3,0,2,False,False,False,176,865,0.20346820809248556,764,55,29,10,3,3,1,0,0,0,0,0,0,0
3,0,2,False,False,True,54,105,0.5142857142857142,69,22,10,4,0,0,0,0,0,0,0,0,0,0
